recordID,subjectLocation,subjectLocationRefined
9971,Wilcox County (Ala.),Wilcox County (Ala.)
9971,Wilcox County (Ala.),Wilcox County (Ala.)
9971,Wilcox County (Ala.),Wilcox County (Ala.)
9972,Sumter County (Ala.),Sumter County (Ala.)
9972,Sumter County (Ala.),Sumter County (Ala.)
9972,Sumter County (Ala.),Sumter County (Ala.)
9973,Washington County (Ala.),Washington County (Ala.)
9973,Washington County (Ala.),Washington County (Ala.)
9973,Washington County (Ala.),Washington County (Ala.)
9974,Tallapoosa County (Ala.),Tallapoosa County (Ala.)
9974,Tallapoosa County (Ala.),Tallapoosa County (Ala.)
9974,Tallapoosa County (Ala.),Tallapoosa County (Ala.)
9975,North Carolina,North Carolina
9976,United States,United States
9976,Ringgold County (Iowa),Ringgold County (Iowa)
9977,Caribbean Area,Caribbean Area
9977,Caribbean Area,Caribbean Area
9978,Australia,Australia
9978,Australia,Australia
9978,New Zealand,New Zealand
9978,New Zealand,New Zealand
9978,Islands of the Pacific,Islands of the Pacific
9978,Islands of the Pacific,Islands of the Pacific
9979,South Africa,South Africa
9980,Southern Cameroons (Cameroon),Southern Cameroons (Cameroon)
9981,Japan,Japan
9982,Madagascar,Madagascar
9983,Bangladesh,Bangladesh
9984,Kerala (India),Kerala (India)
9985,Soviet Union,Soviet Union
9985,Russia (Federation),Russia (Federation)
9985,Soviet Union,Soviet Union
9985,Russia (Federation),Russia (Federation)
9986,South Carolina,South Carolina
9986,Beaufort District (S.C.),Beaufort District (S.C.)
9986,Beaufort District (S.C.),Beaufort District (S.C.)
9986,United States,United States
9987,Cambodia,Cambodia
9988,Hiroshima-shi (Japan),Hiroshima-shi (Japan)
9989,United States,United States
9990,Tishomingo County (Miss.),Tishomingo County (Miss.)
9990,Tishomingo County (Miss.),Tishomingo County (Miss.)
9991,Carroll County (Miss.),Carroll County (Miss.)
9991,Carroll County (Miss.),Carroll County (Miss.)
9991,Carroll County (Miss.),Carroll County (Miss.)
9992,United States,United States
9993,India,India
9994,United States,United States
9994,Russia (Federation),Russia (Federation)
9995,Russia (Federation),Russia (Federation)
9995,Russia (Federation),Russia (Federation)
9996,China,China
9997,Europe,Europe
9998,Kenya,Kenya
9999,North America,North America
10000,Europe,Europe
10001,Europe,Europe
10002,"Europe, Central","Europe, Central"
10002,"Europe, Central","Europe, Central"
10002,"Europe, Eastern","Europe, Eastern"
10002,"Europe, Eastern","Europe, Eastern"
10002,Europe,Europe
10003,Canada,Canada
10004,Asia,Asia
10004,Europe,Europe
10005,Malawi,Malawi
10005,Malawi,Malawi
10006,Bahia (Brazil : State),Bahia (Brazil : State)
10007,Thailand,Thailand
10007,East Asia,East Asia
10008,Asia,Asia
10008,China,China
10009,Northern Ireland,Northern Ireland
10010,Erath County (Tex.),Erath County (Tex.)
10010,Erath County (Tex.),Erath County (Tex.)
10010,Texas,Texas
10011,Sevierville (Tenn.),Sevierville (Tenn.)
10011,Sevierville (Tenn.),Sevierville (Tenn.)
10012,Beaufort County (S.C.),Beaufort County (S.C.)
10012,South Carolina,South Carolina
10013,Arizona,Arizona
10014,Tazewell County (Va.),Tazewell County (Va.)
10014,Tazewell County (Va.),Tazewell County (Va.)
10014,Tazewell County (Va.),Tazewell County (Va.)
10015,United States,United States
10015,Jerusalem,Jerusalem
10016,New York (State),New York (State)
10017,West Point (N.Y.),West Point (N.Y.)
10018,Mexico,Mexico
10019,Missouri,Missouri
10020,York (Pa.),York (Pa.)
10020,York (Pa.),York (Pa.)
10021,Turkey,Turkey
10021,Moldavia,Moldavia
10021,Wallachia,Wallachia
10021,Transylvania (Romania),Transylvania (Romania)
10022,"Europe, Eastern","Europe, Eastern"
10023,Lithuania,Lithuania
10024,Soviet Union,Soviet Union
10024,"Siberia, Eastern (Russia)","Siberia, Eastern (Russia)"
10024,Czechoslovakia,Czechoslovakia
10024,Soviet Union,Soviet Union
10025,Streeter (N.D.),Streeter (N.D.)
10025,Streeter (N.D.),Streeter (N.D.)
10026,Idaho,Idaho
10027,Hungary,Hungary
10028,Poland,Poland
10028,Poland,Poland
10029,Framingham (Mass.),Framingham (Mass.)
10030,Illinois,Illinois
10031,Florida,Florida
10032,Alleghany County (Va.),Alleghany County (Va.)
10032,Bath County (Va.),Bath County (Va.)
10032,Highland County (Va.),Highland County (Va.)
10032,Allegheny Mountains Region,Allegheny Mountains Region
10033,Outer space,Outer space
10034,Mexico,Mexico
10034,Mexico,Mexico
10035,Chatham Naval Air Station (Mass.),Chatham Naval Air Station (Mass.)
10035,Chatham (Mass.),Chatham (Mass.)
10036,Ohio,Ohio
10037,Boston (Mass.),Boston (Mass.)
10038,United States,United States
10039,Minneapolis (Minn.),Minneapolis (Minn.)
10040,Pennsylvania,Pennsylvania
10040,"Mount Nebo (Lancaster County, Pa.)","Mount Nebo (Lancaster County, Pa.)"
10041,Mahomet (Ill.),Mahomet (Ill.)
10041,Mahomet (Ill.),Mahomet (Ill.)
10042,Delaware,Delaware
10043,Hawaii,Hawaii
10044,Mason-Dixon Line.,Mason-Dixon Line
10044,Delaware,Delaware
10044,Maryland,Maryland
10044,Delaware,Delaware
10044,Pennsylvania,Pennsylvania
10044,Delaware,Delaware
10044,New Jersey,New Jersey
10045,Northampton County (Pa.),Northampton County (Pa.)
10046,Southern States,Southern States
10046,Southern States,Southern States
10046,Southern States,Southern States
10047,Lancaster County (Pa.),Lancaster County (Pa.)
10048,Smithfield (Pa.),Smithfield (Pa.)
10049,United States,United States
10050,Tyrrell County (N.C.),Tyrrell County (N.C.)
10050,Tyrrell County (N.C.),Tyrrell County (N.C.)
10051,Ocracoke Island (N.C.),Ocracoke Island (N.C.)
10051,Ocracoke Island (N.C.),Ocracoke Island (N.C.)
10051,Ocracoke Island (N.C.),Ocracoke Island (N.C.)
10052,South Africa,South Africa
10053,Napa Valley (Calif.),Napa Valley (Calif.)
10054,France,France
10054,Dijon (France),Dijon (France)
10055,"Europe, Eastern","Europe, Eastern"
10056,Kansas City (Mo.),Kansas City (Mo.)
10057,Bear Island (N.H.),Bear Island (N.H.)
10057,"Winnipesaukee, Lake (N.H.)","Winnipesaukee, Lake (N.H.)"
10058,Leicester (England),Leicester (England)
10059,Great Britain,Great Britain
10059,Great Britain,Great Britain
10060,South Asia,South Asia
10061,Chicago (Ill.),Chicago (Ill.)
10062,JJ Ranch (Colo.),JJ Ranch (Colo.)
10063,New York (N.Y.),New York (N.Y.)
10064,French Guiana,French Guiana
10065,United States,United States
10066,"Southwest, New","Southwest, New"
10067,Cedar Falls (Iowa),Cedar Falls (Iowa)
10067,Cedar Falls (Iowa),Cedar Falls (Iowa)
10068,Rochester (N.Y.),Rochester (N.Y.)
10069,Germany,Germany
10069,Austria,Austria
10070,New York (State),New York (State)
10071,Grand Canyon (Ariz.),Grand Canyon (Ariz.)
10072,Pike County (Ala.),Pike County (Ala.)
10072,Pike County (Ala.),Pike County (Ala.)
10072,Pike County (Ala.),Pike County (Ala.)
10073,Monroe County (Ala.),Monroe County (Ala.)
10073,Monroe County (Ala.),Monroe County (Ala.)
10073,Monroe County (Ala.),Monroe County (Ala.)
10074,Montgomery County (Ala.),Montgomery County (Ala.)
10074,Montgomery County (Ala.),Montgomery County (Ala.)
10074,Montgomery County (Ala.),Montgomery County (Ala.)
10075,Mobile County (Ala.),Mobile County (Ala.)
10075,Mobile County (Ala.),Mobile County (Ala.)
10075,Mobile County (Ala.),Mobile County (Ala.)
10076,Marengo County (Ala.),Marengo County (Ala.)
10076,Marengo County (Ala.),Marengo County (Ala.)
10076,Marengo County (Ala.),Marengo County (Ala.)
10077,Lowndes County (Ala.),Lowndes County (Ala.)
10077,Lowndes County (Ala.),Lowndes County (Ala.)
10077,Lowndes County (Ala.),Lowndes County (Ala.)
10078,Lee County (Ala.),Lee County (Ala.)
10078,Lee County (Ala.),Lee County (Ala.)
10078,Lee County (Ala.),Lee County (Ala.)
10079,Escambia County (Ala.),Escambia County (Ala.)
10079,Escambia County (Ala.),Escambia County (Ala.)
10079,Escambia County (Ala.),Escambia County (Ala.)
10080,Jefferson County (Ala.),Jefferson County (Ala.)
10080,Jefferson County (Ala.),Jefferson County (Ala.)
10080,Jefferson County (Ala.),Jefferson County (Ala.)
10081,Geneva County (Ala.),Geneva County (Ala.)
10081,Geneva County (Ala.),Geneva County (Ala.)
10081,Geneva County (Ala.),Geneva County (Ala.)
10082,Hale County (Ala.),Hale County (Ala.)
10082,Hale County (Ala.),Hale County (Ala.)
10082,Hale County (Ala.),Hale County (Ala.)
10083,Greene County (Ala.),Greene County (Ala.)
10083,Greene County (Ala.),Greene County (Ala.)
10083,Greene County (Ala.),Greene County (Ala.)
10084,Henry County (Ala.),Henry County (Ala.)
10084,Henry County (Ala.),Henry County (Ala.)
10084,Henry County (Ala.),Henry County (Ala.)
10085,Russell County (Ala.),Russell County (Ala.)
10085,Russell County (Ala.),Russell County (Ala.)
10085,Russell County (Ala.),Russell County (Ala.)
10086,Dallas County (Ala.),Dallas County (Ala.)
10086,Dallas County (Ala.),Dallas County (Ala.)
10086,Dallas County (Ala.),Dallas County (Ala.)
10087,Dale County (Ala.),Dale County (Ala.)
10087,Dale County (Ala.),Dale County (Ala.)
10087,Dale County (Ala.),Dale County (Ala.)
10088,Crenshaw County (Ala.),Crenshaw County (Ala.)
10088,Crenshaw County (Ala.),Crenshaw County (Ala.)
10088,Crenshaw County (Ala.),Crenshaw County (Ala.)
10089,Covington County (Ala.),Covington County (Ala.)
10089,Covington County (Ala.),Covington County (Ala.)
10089,Covington County (Ala.),Covington County (Ala.)
10090,Conecuh County (Ala.),Conecuh County (Ala.)
10090,Conecuh County (Ala.),Conecuh County (Ala.)
10090,Conecuh County (Ala.),Conecuh County (Ala.)
10091,Coffee County (Ala.),Coffee County (Ala.)
10091,Coffee County (Ala.),Coffee County (Ala.)
10092,Clarke County (Ala.),Clarke County (Ala.)
10092,Clarke County (Ala.),Clarke County (Ala.)
10092,Clarke County (Ala.),Clarke County (Ala.)
10093,Choctaw County (Ala.),Choctaw County (Ala.)
10093,Choctaw County (Ala.),Choctaw County (Ala.)
10093,Choctaw County (Ala.),Choctaw County (Ala.)
10094,Bullock County (Ala.),Bullock County (Ala.)
10094,Bullock County (Ala.),Bullock County (Ala.)
10094,Bullock County (Ala.),Bullock County (Ala.)
10095,Butler County (Ala.),Butler County (Ala.)
10095,Butler County (Ala.),Butler County (Ala.)
10095,Butler County (Ala.),Butler County (Ala.)
10096,Nigeria,Nigeria
10097,Elmore County (Ala.),Elmore County (Ala.)
10097,Elmore County (Ala.),Elmore County (Ala.)
10097,Elmore County (Ala.),Elmore County (Ala.)
10098,America,America
10098,America,America
10098,Europe,Europe
10099,United States,United States
10100,Texas,Texas
10101,United States,United States
10102,United States,United States
10103,United States,United States
10104,United States,United States
10105,Africa,Africa
10105,Africa,Africa
10106,Boston Harbor (Mass.),Boston Harbor (Mass.)
10107,United States,United States
10108,Texas,Texas
10109,France,France
10110,Great Britain,Great Britain
10110,Great Britain,Great Britain
10110,Great Britain,Great Britain
10110,England,England
10111,Great Britain,Great Britain
10111,Great Britain,Great Britain
10111,Great Britain,Great Britain
10111,England,England
10112,Great Britain,Great Britain
10112,England,England
10112,England,England
10113,United States,United States
10114,Paris (France),Paris (France)
10115,Provincetown (Mass.),Provincetown (Mass.)
10116,Utah,Utah
10117,Massachusetts,Massachusetts
10118,Malaysia,Malaysia
10118,Great Britain,Great Britain
10119,India,India
10119,India,India
10120,Middle East,Middle East
10120,Middle East,Middle East
10120,Middle East,Middle East
10121,"Asia, Central","Asia, Central"
10121,Turkey,Turkey
10121,Turkey,Turkey
10122,Russia (Federation),Russia (Federation)
10122,Russia (Federation),Russia (Federation)
10123,Hong Kong (China),Hong Kong (China)
10124,New York,New York
10125,United States,United States
10126,Explorers,Explorers
10126,Virginia,Virginia
10127,West Virginia,West Virginia
10127,United States,United States
10128,"Hollywood (Los Angeles, Calif.)","Hollywood (Los Angeles, Calif.)"
10129,Jamaica,Jamaica
10129,Caribbean Area,Caribbean Area
10130,West Indies,West Indies
10131,Earth (Planet),Earth (Planet)
10132,China,China
10133,United States,United States
10134,France,France
10134,France,France
10135,Cayman Brac Island (Cayman Islands),Cayman Brac Island (Cayman Islands)
10136,Manheim (Pa.),Manheim (Pa.)
10137,Mercersburg (Pa.),Mercersburg (Pa.)
10137,Franklin County (Pa.),Franklin County (Pa.)
10138,Wareham (Mass.),Wareham (Mass.)
10138,"Chillicothe (Ross County, Ohio)","Chillicothe (Ross County, Ohio)"
10139,United States,United States
10140,Hawaii,Hawaii
10140,San Francisco (Calif.),San Francisco (Calif.)
10141,Fort Leavenworth (Kan.),Fort Leavenworth (Kan.)
10142,United States,United States
10143,Evansville (Ind.),Evansville (Ind.)
10144,Texas,Texas
10145,Georgia,Georgia
10146,Middle East,Middle East
10147,China,China
10147,China,China
10147,China,China
10148,Greece,Greece
10148,Greece,Greece
10148,Europe,Europe
10148,Macedonia (Republic),Macedonia (Republic)
10148,Greece,Greece
10148,Macedonia (Republic),Macedonia (Republic)
10149,"Govan (Glasgow, Scotland)","Govan (Glasgow, Scotland)"
10149,Scotland,Scotland
10150,"Europe, Eastern","Europe, Eastern"
10150,"Europe, Central","Europe, Central"
10150,"Europe, Central","Europe, Central"
10150,"Europe, Eastern","Europe, Eastern"
10151,Hebron,Hebron
10152,Middle West,Middle West
10153,New York (State),New York (State)
10153,Iowa,Iowa
10154,Shreveport (La.),Shreveport (La.)
10154,Shreveport (La.),Shreveport (La.)
10154,Bossier City (La.),Bossier City (La.)
10154,Bossier City (La.),Bossier City (La.)
10155,United States,United States
10156,Connecticut,Connecticut
10157,Soviet Union,Soviet Union
10158,Texas,Texas
10158,Texas,Texas
10159,United States,United States
10160,Willamette River Valley (Or.),Willamette River Valley (Or.)
10161,Idaho,Idaho
10162,Wisconsin,Wisconsin
10163,Germany,Germany
10163,Illinois,Illinois
10164,California,California
10165,Greece,Greece
10165,Turkey,Turkey
10165,Greece,Greece
10165,Turkey,Turkey
10166,Maryland,Maryland
10167,Bismarck Archipelago (Papua New Guinea),Bismarck Archipelago (Papua New Guinea)
10167,Papua New Guinea,Papua New Guinea
10168,Brazil,Brazil
10168,Brazil,Brazil
10169,Zimbabwe,Zimbabwe
10169,Zimbabwe,Zimbabwe
10170,"England, North East","England, North East"
10170,"England, North East","England, North East"
10170,"England, North East","England, North East"
10170,"England, North East","England, North East"
10171,Scotland,Scotland
10172,Strathclyde (Scotland),Strathclyde (Scotland)
10172,Chania (Greece),Chania (Greece)
10172,Strathclyde (Scotland),Strathclyde (Scotland)
10172,Chania (Greece),Chania (Greece)
10173,Northern Ireland,Northern Ireland
10174,Ashby (Mass.),Ashby (Mass.)
10175,Omaha Indian Reservation (Neb.),Omaha Indian Reservation (Neb.)
10176,Caribbean Area,Caribbean Area
10177,Lithuania,Lithuania
10177,Lithuania,Lithuania
10178,New Mexico,New Mexico
10178,Colorado,Colorado
10179,Hungary,Hungary
10179,Hungary,Hungary
10179,Austria,Austria
10180,Alaska,Alaska
10180,Alaska,Alaska
10180,Alaska,Alaska
10181,Black Sea Region,Black Sea Region
10182,United States,United States
10183,California,California
10184,San Francisco (Calif.),San Francisco (Calif.)
10185,Byzantine Empire,Byzantine Empire
10186,Sea Life Park Hawaii (Hawaii),Sea Life Park Hawaii (Hawaii)
10187,San Mateo County (Calif.),San Mateo County (Calif.)
10188,"Southwest, New","Southwest, New"
10188,Mexican American Border Region,Mexican American Border Region
10188,"Southwest, New","Southwest, New"
10189,Yorkshire (England),Yorkshire (England)
10190,Masada Site (Israel),Masada Site (Israel)
10191,Honolulu (Hawaii),Honolulu (Hawaii)
10192,Trinity Alps (Calif.),Trinity Alps (Calif.)
10193,Port-au-Prince (Haiti),Port-au-Prince (Haiti)
10194,Belize River Valley (Guatemala and Belize),Belize River Valley (Guatemala and Belize)
10195,Russia,Russia
10195,Russia,Russia
10195,Russie,Russie
10195,4.935.,4.935.
10196,Maryland,Maryland
10197,Kansas,Kansas
10198,Horn of Africa,Horn of Africa
10199,Samoan Islands,Samoan Islands
10199,Samoan Islands,Samoan Islands
10200,Russia (Federation),Russia (Federation)
10200,Ukraine,Ukraine
10201,Tanzania,Tanzania
10202,Bosnia and Hercegovina,Bosnia and Hercegovina
10202,Bosnia and Hercegovina,Bosnia and Hercegovina
10202,Bosnia and Hercegovina,Bosnia and Hercegovina
10203,Natchez (Miss.),Natchez (Miss.)
10204,Salina (Kan.),Salina (Kan.)
10205,Hall County (Ga.),Hall County (Ga.)
10206,Thar Desert (India and Pakistan),Thar Desert (India and Pakistan)
10206,Thar Desert (India and Pakistan),Thar Desert (India and Pakistan)
10207,Maryland,Maryland
10207,Illinois,Illinois
10208,Arkansas Delta (Ark.),Arkansas Delta (Ark.)
10209,Florida,Florida
10210,Sweden,Sweden
10211,"Washington Square (New York, N.Y.)","Washington Square (New York, N.Y.)"
10212,United States,United States
10213,Nebraska,Nebraska
10214,Putnam County (N.Y.),Putnam County (N.Y.)
10214,Dutchess County (N.Y.),Dutchess County (N.Y.)
10215,United States,United States
10216,United States,United States
10216,United States,United States
10217,Cuba,Cuba
10217,"Artemisa (Havana, Cuba)","Artemisa (Havana, Cuba)"
10218,Tennessee,Tennessee
10219,Virginia,Virginia
10219,West Virginia,West Virginia
10219,United States,United States
10219,United States,United States
10219,Randolph County (W. Va.),Randolph County (W. Va.)
10220,Saskatchewan,Saskatchewan
10221,Henry County (Ill.),Henry County (Ill.)
10221,Henry County (Ill.),Henry County (Ill.)
10221,Henry County (Ill.),Henry County (Ill.)
10222,Russia (Federation),Russia (Federation)
10223,Africa,Africa
10224,Texas,Texas
10225,New York (State),New York (State)
10225,Lockport (N.Y.),Lockport (N.Y.)
10226,Balkan Peninsula,Balkan Peninsula
10226,Balkan Peninsula,Balkan Peninsula
10227,Southeast Asia,Southeast Asia
10228,Italy,Italy
10229,Earth (Planet),Earth (Planet)
10230,Canada,Canada
10231,Palestine,Palestine
10232,North Carolina,North Carolina
10232,North Carolina,North Carolina
10233,Mennonites,Mennonites
10234,United States,United States
10234,Great Britain,Great Britain
10235,Saint Augustine (Fla.),Saint Augustine (Fla.)
10236,Rappahannock River Valley (Va.),Rappahannock River Valley (Va.)
10237,Germany,Germany
10237,Europe,Europe
10238,Grand Canyon (Ariz.),Grand Canyon (Ariz.)
10238,Grand Canyon (Ariz.),Grand Canyon (Ariz.)
10238,Grand Canyon (Ariz.),Grand Canyon (Ariz.)
10239,Louisiana,Louisiana
10240,South Carolina,South Carolina
10241,New Park (Pa.),New Park (Pa.)
10242,Virginia,Virginia
10242,Virginia,Virginia
10242,United States,United States
10242,Virginia,Virginia
10243,Garden Peninsula (Mich.),Garden Peninsula (Mich.)
10243,Fayette (Mich.),Fayette (Mich.)
10244,"Bigelow Highlands (Olympia, Wash.)","Bigelow Highlands (Olympia, Wash.)"
10244,"Bigelow Highlands (Olympia, Wash.)","Bigelow Highlands (Olympia, Wash.)"
