pubDate,ISOnumeric3,"SUBSTR(r.callNumber,1,1)",COUNT(r.recordID)
1981,604,E,4
1981,604,F,75
1981,604,G,5
1981,604,H,80
1981,604,J,7
1981,604,K,2
1981,604,M,1
1981,604,N,1
1981,604,P,8
1981,604,Q,1
1981,604,Z,1
1981,608,B,6
1981,608,C,2
1981,608,D,40
1981,608,E,6
1981,608,G,4
1981,608,H,32
1981,608,K,2
1981,608,L,1
1981,608,N,2
1981,608,P,7
1981,608,Q,1
1981,608,U,3
1981,608,Z,3
1981,612,B,1
1981,616,A,2
1981,616,B,41
1981,616,C,52
1981,616,D,444
1981,616,E,4
1981,616,F,1
1981,616,G,28
1981,616,H,175
1981,616,J,60
1981,616,K,7
1981,616,L,4
1981,616,M,1
1981,616,N,7
1981,616,P,32
1981,616,Q,3
1981,616,R,4
1981,616,S,2
1981,616,U,46
1981,616,Z,21
1981,620,B,5
1981,620,C,2
1981,620,D,75
1981,620,F,2
1981,620,G,5
1981,620,H,33
1981,620,J,15
1981,620,N,2
1981,620,P,9
1981,620,Q,1
1981,620,Z,6
1981,624,D,7
1981,624,H,2
1981,626,D,7
1981,626,H,7
1981,626,J,2
1981,626,L,1
1981,626,Z,1
1981,630,F,15
1981,630,H,1
1981,630,J,6
1981,630,L,2
1981,630,N,1
1981,630,Q,1
1981,630,U,2
1981,630,Z,2
1981,634,D,4
1981,642,B,2
1981,642,C,3
1981,642,D,110
1981,642,G,6
1981,642,H,26
1981,642,J,4
1981,642,K,2
1981,642,L,1
1981,642,N,3
1981,642,P,6
1981,642,Q,3
1981,642,U,4
1981,642,Z,6
1981,643,A,4
1981,643,B,6
1981,643,C,3
1981,643,D,268
1981,643,E,1
1981,643,G,27
1981,643,H,77
1981,643,J,7
1981,643,L,4
1981,643,M,3
1981,643,N,13
1981,643,P,33
1981,643,Q,4
1981,643,R,1
1981,643,T,1
1981,643,U,2
1981,643,Z,8
1981,646,C,1
1981,646,D,9
1981,646,H,9
1981,654,D,3
1981,654,F,1
1981,666,F,1
1981,674,D,1
1981,678,H,1
1981,682,B,10
1981,682,C,2
1981,682,D,134
1981,682,E,2
1981,682,G,5
1981,682,H,36
1981,682,J,3
1981,682,K,1
1981,682,M,8
1981,682,N,10
1981,682,P,3
1981,682,Q,1
1981,682,U,11
1981,682,Z,6
1981,686,B,1
1981,686,D,6
1981,686,H,3
1981,688,A,1
1981,688,B,4
1981,688,C,3
1981,688,D,107
1981,688,G,5
1981,688,H,42
1981,688,J,13
1981,688,K,1
1981,688,L,1
1981,688,N,1
1981,688,P,5
1981,688,U,2
1981,688,Z,3
1981,690,D,2
1981,690,H,3
1981,690,M,2
1981,694,D,33
1981,694,G,2
1981,694,H,20
1981,694,L,1
1981,694,P,1
1981,694,Q,2
1981,694,U,1
1981,694,Z,2
1981,702,C,1
1981,702,D,6
1981,702,E,2
1981,702,H,10
1981,702,M,1
1981,702,P,3
1981,702,T,1
1981,702,U,1
1981,702,V,2
1981,702,Z,4
1981,703,D,16
1981,703,H,2
1981,703,P,1
1981,703,Q,1
1981,704,D,50
1981,704,G,1
1981,704,H,13
1981,704,J,3
1981,704,P,5
1981,704,U,1
1981,704,Z,1
1981,705,B,2
1981,705,C,1
1981,705,D,15
1981,705,G,3
1981,705,H,6
1981,705,N,1
1981,705,P,4
1981,705,S,2
1981,706,D,4
1981,706,H,9
1981,706,J,1
1981,706,Z,1
1981,710,B,3
1981,710,C,10
1981,710,D,176
1981,710,E,7
1981,710,G,7
1981,710,H,59
1981,710,J,5
1981,710,K,1
1981,710,L,1
1981,710,P,23
1981,710,Q,1
1981,710,R,4
1981,710,S,2
1981,710,U,10
1981,710,Z,10
1981,716,B,1
1981,716,C,2
1981,716,D,42
1981,716,H,19
1981,716,P,2
1981,716,Q,1
1981,716,T,1
1981,724,B,40
1981,724,C,26
1981,724,D,560
1981,724,E,1
1981,724,F,14
1981,724,G,50
1981,724,H,132
1981,724,J,53
1981,724,K,12
1981,724,L,6
1981,724,M,16
1981,724,N,28
1981,724,P,38
1981,724,Q,6
1981,724,R,1
1981,724,T,8
1981,724,U,15
1981,724,V,4
1981,724,Z,27
1981,728,D,3
1981,728,H,4
1981,729,B,1
1981,729,D,19
1981,729,G,1
1981,729,H,9
1981,729,J,4
1981,729,K,1
1981,729,P,1
1981,729,Z,3
1981,740,B,1
1981,740,D,1
1981,740,H,5
1981,740,U,2
1981,748,H,1
1981,752,A,1
1981,752,B,8
1981,752,C,5
1981,752,D,110
1981,752,F,2
1981,752,G,4
1981,752,H,101
1981,752,J,26
1981,752,K,2
1981,752,L,1
1981,752,N,1
1981,752,P,9
1981,752,T,1
1981,752,U,22
1981,752,V,1
1981,752,Z,10
1981,756,B,7
1981,756,C,8
1981,756,D,144
1981,756,F,1
1981,756,G,7
1981,756,H,41
1981,756,J,10
1981,756,K,2
1981,756,L,5
1981,756,M,2
1981,756,N,15
1981,756,P,11
1981,756,Q,2
1981,756,R,1
1981,756,T,2
1981,756,U,2
1981,756,Z,4
1981,760,A,1
1981,760,D,18
1981,760,H,4
1981,760,J,1
1981,760,L,1
1981,760,M,3
1981,760,N,2
1981,760,P,1
1981,762,D,3
1981,762,G,1
1981,762,H,5
1981,764,D,56
1981,764,G,2
1981,764,H,51
1981,764,J,1
1981,764,K,2
1981,764,L,3
1981,764,M,2
1981,764,N,2
1981,764,P,3
1981,764,Z,4
1981,768,D,3
1981,768,H,5
1981,768,J,4
1981,768,L,1
1981,776,G,1
1981,776,Q,1
1981,780,F,8
1981,780,H,5
1981,780,P,1
1981,784,D,4
1981,784,H,4
1981,784,K,1
1981,788,D,15
1981,788,G,1
1981,788,H,10
1981,788,J,3
1981,788,K,2
1981,788,M,2
1981,788,N,1
1981,788,P,1
1981,788,Z,2
1981,792,A,2
1981,792,B,3
1981,792,C,8
1981,792,D,99
1981,792,E,2
1981,792,G,2
1981,792,H,39
1981,792,J,10
1981,792,K,3
1981,792,L,1
1981,792,M,4
1981,792,N,3
1981,792,P,7
1981,792,Q,1
1981,792,R,1
1981,792,U,2
1981,792,Z,4
1981,795,B,1
1981,795,D,13
1981,795,G,2
1981,795,H,1
1981,795,J,1
1981,795,Q,2
1981,795,Z,1
1981,800,D,5
1981,800,H,7
1981,800,M,4
1981,800,P,1
1981,800,Z,1
1981,804,A,3
1981,804,B,2
1981,804,C,7
1981,804,D,134
1981,804,E,1
1981,804,G,15
1981,804,H,98
1981,804,J,19
1981,804,K,7
1981,804,L,2
1981,804,N,1
1981,804,P,11
1981,804,Q,4
1981,804,U,1
1981,804,Z,7
1981,807,D,62
1981,807,G,2
1981,807,H,3
1981,807,P,2
1981,807,U,3
1981,818,A,1
1981,818,B,14
1981,818,C,1
1981,818,D,151
1981,818,G,2
1981,818,H,30
1981,818,J,3
1981,818,K,3
1981,818,L,1
1981,818,M,9
1981,818,N,7
1981,818,P,18
1981,818,T,5
1981,818,V,1
1981,818,Z,6
1981,826,A,2
1981,826,B,49
1981,826,C,79
1981,826,D,775
1981,826,E,15
1981,826,F,7
1981,826,G,37
1981,826,H,198
1981,826,J,57
1981,826,K,15
1981,826,L,2
1981,826,M,5
1981,826,N,32
1981,826,P,301
1981,826,Q,14
1981,826,R,4
1981,826,S,9
1981,826,T,17
1981,826,U,20
1981,826,V,11
1981,826,Z,38
1981,831,D,1
1981,831,P,1
1981,832,D,6
1981,832,H,1
1981,833,B,1
1981,833,D,1
1981,833,P,1
1981,834,B,2
1981,834,D,19
1981,834,G,5
1981,834,H,39
1981,834,J,2
1981,834,M,1
1981,834,P,3
1981,834,Q,3
1981,840,A,18
1981,840,B,145
1981,840,C,310
1981,840,D,748
1981,840,E,1115
1981,840,F,2728
1981,840,G,119
1981,840,H,1024
1981,840,J,358
1981,840,K,223
1981,840,L,25
1981,840,M,34
1981,840,N,118
1981,840,P,557
1981,840,Q,117
1981,840,R,65
1981,840,S,21
1981,840,T,82
1981,840,U,152
1981,840,V,12
1981,840,Z,250
1981,850,D,1
1981,850,F,8
1981,850,N,1
1981,854,B,1
1981,854,D,2
1981,854,H,2
1981,854,P,1
1981,858,B,1
1981,858,D,1
1981,858,E,2
1981,858,F,18
1981,858,H,24
1981,858,J,3
1981,860,B,1
1981,860,C,1
1981,860,D,30
1981,860,H,11
1981,860,J,1
1981,860,N,1
1981,860,P,1
1981,860,T,1
1981,862,A,5
1981,862,B,4
1981,862,C,3
1981,862,F,103
1981,862,G,1
1981,862,H,38
1981,862,J,14
1981,862,K,4
1981,862,M,2
1981,862,P,5
1981,862,S,1
1981,862,Z,3
1981,882,D,2
1981,887,D,14
1981,887,H,17
1981,887,J,1
1981,887,M,7
1981,894,B,1
1981,894,C,1
1981,894,D,25
1981,894,G,4
1981,894,H,19
1981,894,J,2
1981,894,P,4
1981,894,Q,1
1981,894,Z,4
1982,4,D,1
1982,4,N,2
1982,8,C,1
1982,8,D,38
1982,8,G,2
1982,8,H,6
1982,8,P,3
1982,10,D,5
1982,10,F,1
1982,10,G,20
1982,10,J,3
1982,10,K,1
1982,10,P,5
1982,10,Q,1
1982,10,Z,1
1982,12,D,48
1982,12,H,12
1982,12,J,1
1982,12,M,6
1982,12,P,6
1982,12,Z,4
1982,20,C,1
1982,20,D,2
1982,20,P,1
1982,24,B,2
1982,24,D,11
1982,24,H,2
1982,24,J,1
1982,28,F,4
1982,28,H,1
1982,31,D,2
1982,31,H,5
1982,31,P,2
1982,32,B,5
1982,32,C,2
1982,32,D,1
1982,32,F,138
1982,32,G,3
1982,32,H,74
1982,32,J,29
1982,32,K,5
1982,32,M,1
1982,32,N,2
1982,32,P,5
1982,32,Q,1
1982,32,R,2
1982,32,V,2
1982,32,Z,2
1982,36,B,8
1982,36,C,53
1982,36,D,131
1982,36,E,1
1982,36,F,2
1982,36,G,23
1982,36,H,72
1982,36,J,18
1982,36,K,1
1982,36,L,1
1982,36,N,14
1982,36,P,28
1982,36,Q,1
1982,36,R,1
1982,36,S,1
1982,36,T,4
1982,36,U,5
1982,36,Z,13
1982,40,B,12
1982,40,C,6
1982,40,D,135
1982,40,G,6
1982,40,H,29
1982,40,J,7
1982,40,K,3
1982,40,L,4
1982,40,M,1
1982,40,N,14
1982,40,P,9
1982,40,Q,1
1982,40,T,1
1982,40,U,6
1982,40,Z,1
1982,44,C,1
1982,44,F,4
1982,44,G,2
1982,44,H,1
1982,44,P,2
1982,48,C,1
1982,48,D,7
1982,48,H,1
1982,50,B,1
1982,50,D,28
1982,50,G,1
1982,50,H,42
1982,50,J,4
1982,50,K,1
1982,50,L,1
1982,50,P,2
1982,50,Z,2
1982,51,A,1
1982,51,B,1
1982,51,D,26
1982,51,H,3
1982,51,N,1
1982,52,B,2
1982,52,C,3
1982,52,E,1
1982,52,F,3
1982,52,H,4
1982,52,J,1
1982,56,B,6
1982,56,C,14
1982,56,D,55
1982,56,G,3
1982,56,H,13
1982,56,J,6
1982,56,L,1
1982,56,N,8
1982,56,P,3
1982,56,Q,8
1982,56,T,8
1982,56,V,2
1982,56,Z,7
1982,60,C,3
1982,60,D,1
1982,60,F,3
1982,60,T,1
1982,64,D,2
1982,64,H,2
1982,68,C,2
1982,68,F,64
1982,68,G,2
1982,68,H,43
1982,68,J,8
1982,68,K,2
1982,68,L,1
1982,68,M,2
1982,68,P,2
1982,68,Q,1
1982,68,Z,2
1982,70,B,1
1982,70,D,11
1982,70,H,4
1982,70,J,1
1982,70,L,1
1982,70,P,1
1982,70,Z,1
1982,72,D,4
1982,72,G,2
1982,72,H,15
1982,72,J,1
1982,72,Z,1
1982,76,B,14
1982,76,C,8
1982,76,D,5
1982,76,E,1
1982,76,F,229
1982,76,G,5
1982,76,H,160
1982,76,J,34
1982,76,K,5
1982,76,L,3
1982,76,M,2
1982,76,N,7
1982,76,P,15
1982,76,Q,2
1982,76,R,2
1982,76,S,2
1982,76,T,1
1982,76,U,1
1982,76,V,1
1982,76,Z,12
1982,84,E,1
1982,84,F,3
1982,84,H,5
1982,84,Q,1
1982,86,D,1
1982,90,B,1
1982,90,D,1
1982,90,G,1
1982,96,D,2
1982,96,H,2
1982,100,B,1
1982,100,C,2
1982,100,D,149
1982,100,G,7
1982,100,H,38
1982,100,J,12
1982,100,K,2
1982,100,L,3
1982,100,N,3
1982,100,P,10
1982,100,Q,3
1982,100,R,2
1982,100,U,4
1982,100,Z,7
1982,104,B,1
1982,104,D,14
1982,104,E,1
1982,104,H,1
1982,104,M,2
1982,104,Z,1
1982,108,D,4
1982,108,H,5
1982,108,J,1
1982,112,D,34
1982,112,H,11
1982,112,J,1
1982,112,N,1
1982,112,P,2
1982,112,Z,2
1982,116,B,1
1982,116,D,27
1982,116,H,1
1982,116,K,3
1982,116,N,1
1982,116,Z,1
1982,120,B,5
1982,120,D,11
1982,120,G,4
1982,120,H,4
1982,120,J,1
1982,120,M,1
1982,124,B,8
1982,124,C,74
1982,124,D,16
1982,124,E,36
1982,124,F,202
1982,124,G,15
1982,124,H,105
1982,124,J,22
1982,124,K,8
1982,124,M,2
1982,124,N,11
1982,124,P,49
1982,124,Q,6
1982,124,R,3
1982,124,S,2
1982,124,T,5
1982,124,U,11
1982,124,V,2
1982,124,Z,27
1982,132,D,4
1982,132,H,1
1982,136,C,1
1982,136,H,1
1982,136,K,1
1982,136,Q,1
1982,140,D,3
1982,140,H,2
1982,144,B,7
1982,144,D,17
1982,144,E,1
1982,144,G,1
1982,144,H,15
1982,144,J,1
1982,144,L,2
1982,144,M,1
1982,144,P,6
1982,144,Q,1
1982,144,Z,4
1982,148,B,1
1982,148,C,1
1982,148,D,19
1982,148,G,5
1982,152,B,4
1982,152,C,2
1982,152,D,1
1982,152,F,48
1982,152,G,2
1982,152,H,29
1982,152,J,10
1982,152,K,3
1982,152,M,1
1982,152,P,3
1982,156,A,8
1982,156,B,31
1982,156,C,15
1982,156,D,952
1982,156,E,21
1982,156,F,2
1982,156,G,38
1982,156,H,218
1982,156,J,25
1982,156,K,12
1982,156,L,5
1982,156,M,12
1982,156,N,16
1982,156,P,86
1982,156,Q,4
1982,156,R,2
1982,156,S,5
1982,156,T,4
1982,156,U,13
1982,156,V,1
1982,156,Z,43
1982,158,B,2
1982,158,C,6
1982,158,D,44
1982,158,E,6
1982,158,G,2
1982,158,H,25
1982,158,J,6
1982,158,K,4
1982,158,L,2
1982,158,P,2
1982,158,U,1
1982,158,Z,1
1982,162,H,2
1982,170,B,2
1982,170,C,1
1982,170,F,69
1982,170,H,70
1982,170,J,21
1982,170,K,1
1982,170,L,1
1982,170,M,1
1982,170,P,2
1982,170,R,1
1982,170,U,1
1982,170,Z,1
1982,174,M,1
1982,178,B,13
1982,178,C,2
1982,178,D,164
1982,178,E,1
1982,178,G,13
1982,178,H,78
1982,178,J,14
1982,178,K,1
1982,178,L,2
1982,178,M,4
1982,178,N,2
1982,178,P,21
1982,178,Q,1
1982,178,Z,21
1982,180,B,3
1982,180,C,2
1982,180,D,25
1982,180,E,3
1982,180,H,6
1982,180,J,4
1982,180,K,2
1982,180,P,1
1982,180,S,2
1982,180,Z,2
1982,184,T,1
1982,188,B,1
1982,188,C,1
1982,188,E,2
1982,188,F,12
1982,188,H,22
1982,188,J,3
1982,188,K,1
1982,191,B,2
1982,191,D,20
1982,191,H,5
1982,191,P,4
1982,191,Q,2
1982,191,Z,2
1982,192,A,1
1982,192,B,1
1982,192,C,1
1982,192,D,3
1982,192,E,9
1982,192,F,50
1982,192,H,12
1982,192,J,4
1982,192,K,2
1982,192,N,3
1982,192,P,5
1982,192,R,1
1982,192,Z,3
1982,196,B,2
1982,196,C,1
1982,196,D,38
1982,196,G,1
1982,196,H,3
1982,196,J,3
1982,196,L,3
1982,196,M,1
1982,196,N,1
1982,196,P,1
1982,196,Z,3
1982,203,A,2
1982,203,B,2
1982,203,C,3
1982,203,D,57
1982,203,G,1
1982,203,H,5
1982,203,N,1
1982,203,P,6
1982,203,R,1
1982,203,Z,3
1982,204,D,4
1982,204,H,4
1982,204,R,1
1982,208,B,3
1982,208,C,44
1982,208,D,69
1982,208,G,6
1982,208,H,43
1982,208,J,20
1982,208,L,1
1982,208,N,10
1982,208,P,10
1982,208,R,1
1982,208,T,3
1982,208,U,7
1982,208,Z,2
1982,212,H,2
1982,214,B,1
1982,214,E,2
1982,214,F,21
1982,214,H,37
1982,214,J,9
1982,214,P,1
1982,214,T,1
1982,214,U,1
1982,218,B,4
1982,218,F,44
1982,218,G,6
1982,218,H,22
1982,218,J,5
1982,218,M,1
1982,218,P,1
1982,218,U,1
1982,218,Z,1
1982,222,B,4
1982,222,C,2
1982,222,E,1
1982,222,F,48
1982,222,H,16
1982,222,J,7
1982,222,K,5
1982,222,Q,1
1982,222,Z,1
1982,226,D,3
1982,226,J,1
1982,231,B,1
1982,231,D,30
1982,231,H,2
1982,231,J,3
1982,231,M,1
1982,231,P,1
1982,231,Z,4
1982,232,D,8
1982,232,Z,1
1982,233,A,4
1982,233,B,1
1982,233,D,12
1982,233,G,2
1982,233,H,4
1982,233,P,2
1982,233,Q,1
1982,234,D,4
1982,234,J,1
1982,234,Q,1
1982,238,D,1
1982,238,F,34
1982,238,H,2
1982,238,J,7
1982,238,P,1
1982,238,T,1
1982,238,Z,2
1982,242,D,2
1982,246,B,4
1982,246,C,7
1982,246,D,62
1982,246,E,1
1982,246,G,1
1982,246,H,38
1982,246,J,14
1982,246,L,2
1982,246,N,3
1982,246,P,8
1982,246,U,6
1982,246,Z,8
1982,250,A,5
1982,250,B,48
1982,250,C,58
1982,250,D,791
1982,250,E,6
1982,250,F,34
1982,250,G,45
1982,250,H,217
1982,250,J,56
1982,250,K,19
1982,250,L,1
1982,250,M,2
1982,250,N,40
1982,250,P,111
1982,250,Q,4
1982,250,R,6
1982,250,S,11
1982,250,T,20
1982,250,U,15
1982,250,V,3
1982,250,Z,19
1982,254,F,3
1982,254,H,2
1982,254,P,1
1982,258,D,7
1982,258,G,2
1982,258,P,1
1982,258,U,1
1982,260,D,1
1982,262,D,5
1982,262,H,4
1982,266,H,2
1982,268,A,3
1982,268,D,36
1982,268,G,2
1982,268,H,9
1982,268,J,2
1982,268,Z,1
1982,270,D,2
1982,270,Z,2
1982,275,B,11
1982,275,D,49
1982,275,H,1
1982,275,J,5
1982,275,N,1
1982,275,P,8
1982,275,U,1
1982,275,Z,1
1982,276,A,3
1982,276,B,77
1982,276,C,59
1982,276,D,750
1982,276,E,10
1982,276,F,19
1982,276,G,41
1982,276,H,244
1982,276,J,98
1982,276,K,37
1982,276,L,10
1982,276,M,8
1982,276,N,84
1982,276,P,74
1982,276,Q,12
1982,276,R,2
1982,276,T,11
1982,276,U,41
1982,276,V,4
1982,276,Z,32
1982,288,B,1
1982,288,D,23
1982,288,G,1
1982,288,H,13
1982,288,K,1
1982,288,P,3
1982,288,Q,1
1982,288,Z,4
1982,292,H,1
1982,296,D,1
1982,296,H,2
1982,300,A,2
1982,300,B,11
1982,300,C,4
1982,300,D,250
1982,300,E,3
1982,300,G,9
1982,300,H,19
1982,300,J,12
1982,300,K,2
1982,300,N,13
1982,300,P,29
1982,300,U,3
1982,300,V,1
1982,300,Z,9
1982,304,B,1
1982,304,D,1
1982,304,E,3
1982,304,G,6
1982,304,H,6
1982,304,P,2
1982,304,R,1
1982,304,U,1
1982,308,F,6
1982,308,J,1
1982,312,F,2
1982,312,G,2
1982,312,H,5
1982,316,Z,1
1982,320,B,3
1982,320,C,1
1982,320,E,4
1982,320,F,25
1982,320,G,1
1982,320,H,12
1982,320,J,2
1982,320,P,5
1982,320,Z,5
1982,324,D,3
1982,324,H,8
1982,324,J,7
1982,328,F,7
1982,328,H,1
1982,328,J,3
1982,328,M,1
1982,328,P,1
1982,328,Z,1
1982,332,B,3
1982,332,C,1
1982,332,E,1
1982,332,F,16
1982,332,H,10
1982,332,K,1
1982,332,M,1
1982,332,N,2
1982,332,P,2
1982,332,Z,2
1982,336,D,6
1982,340,C,1
1982,340,F,10
1982,340,H,10
1982,340,J,2
1982,340,K,1
1982,340,P,3
1982,344,C,1
1982,344,D,21
1982,344,G,1
1982,344,H,18
1982,344,J,3
1982,344,P,1
1982,348,A,3
1982,348,B,3
1982,348,C,5
1982,348,D,133
1982,348,E,3
1982,348,G,6
1982,348,H,46
1982,348,J,11
1982,348,K,4
1982,348,L,1
1982,348,N,4
1982,348,P,9
1982,348,Q,1
1982,348,R,2
1982,348,S,1
1982,348,T,2
1982,348,U,8
1982,348,Z,5
1982,352,C,2
1982,352,D,22
1982,352,H,7
1982,352,J,1
1982,352,P,1
1982,356,B,58
1982,356,C,15
1982,356,D,512
1982,356,E,4
1982,356,F,10
1982,356,G,61
1982,356,H,239
1982,356,J,57
1982,356,K,6
1982,356,L,3
1982,356,M,13
1982,356,N,9
1982,356,P,71
1982,356,Q,3
1982,356,R,3
1982,356,S,1
1982,356,T,2
1982,356,U,6
1982,356,V,1
1982,356,Z,13
1982,360,B,10
1982,360,C,3
1982,360,D,116
1982,360,G,12
1982,360,H,94
1982,360,J,16
1982,360,L,5
1982,360,N,4
1982,360,P,9
1982,360,Q,2
1982,360,R,6
1982,360,S,2
1982,360,T,2
1982,360,U,9
1982,360,V,1
1982,360,Z,9
1982,364,B,11
1982,364,D,94
1982,364,E,3
1982,364,G,3
1982,364,H,11
1982,364,J,1
1982,364,K,2
1982,364,M,6
1982,364,P,2
1982,364,U,1
1982,364,Z,5
1982,368,B,2
1982,368,D,46
1982,368,G,1
1982,368,H,9
1982,368,J,4
1982,368,N,4
1982,368,P,4
1982,368,Q,1
1982,372,B,11
1982,372,C,15
1982,372,D,100
1982,372,E,1
1982,372,G,6
1982,372,H,19
1982,372,J,6
1982,372,N,1
1982,372,P,89
1982,372,T,1
1982,372,Z,8
1982,376,B,8
1982,376,C,2
1982,376,D,141
1982,376,E,3
1982,376,G,1
1982,376,H,17
1982,376,J,12
1982,376,L,1
1982,376,M,1
1982,376,N,1
1982,376,P,5
1982,376,R,1
1982,376,S,1
1982,376,T,1
1982,376,U,9
1982,376,Z,3
1982,380,A,3
1982,380,B,97
1982,380,C,30
1982,380,D,1046
1982,380,E,1
1982,380,G,42
1982,380,H,211
1982,380,J,63
1982,380,K,13
1982,380,L,7
1982,380,M,5
1982,380,N,118
1982,380,P,133
1982,380,Q,71
1982,380,R,6
1982,380,S,3
1982,380,T,17
1982,380,U,12
1982,380,V,2
1982,380,Z,31
1982,388,B,7
1982,388,F,2
1982,388,H,15
1982,388,J,4
1982,388,M,1
1982,388,P,5
1982,388,T,1
1982,392,A,8
1982,392,B,24
1982,392,C,16
1982,392,D,869
1982,392,E,15
1982,392,F,2
1982,392,G,57
1982,392,H,271
1982,392,J,63
1982,392,K,7
1982,392,L,9
1982,392,M,2
1982,392,N,12
1982,392,P,49
1982,392,Q,12
1982,392,R,4
1982,392,S,4
1982,392,T,8
1982,392,U,23
1982,392,V,5
1982,392,Z,36
1982,398,B,1
1982,398,D,12
1982,398,G,1
1982,398,H,6
1982,398,J,1
1982,398,N,1
1982,398,P,1
1982,398,Q,1
1982,398,T,1
1982,400,D,16
1982,400,H,3
1982,400,J,1
1982,400,U,1
1982,404,B,2
1982,404,D,13
1982,404,H,17
1982,404,J,1
1982,404,P,3
1982,404,Q,3
1982,404,R,1
1982,404,S,1
1982,404,T,1
1982,404,Z,2
1982,408,D,37
1982,408,H,4
1982,408,J,5
1982,408,U,1
1982,408,Z,1
1982,410,B,11
1982,410,C,10
1982,410,D,165
1982,410,E,12
1982,410,G,3
1982,410,H,53
1982,410,J,10
1982,410,K,2
1982,410,L,5
1982,410,N,2
1982,410,P,12
1982,410,Q,1
1982,410,R,1
1982,410,T,3
1982,410,U,5
1982,410,Z,5
1982,414,C,2
1982,414,D,5
1982,414,H,5
1982,414,J,1
1982,414,K,1
1982,414,M,1
1982,414,Z,1
1982,417,D,8
1982,417,H,7
1982,417,J,2
1982,418,D,5
1982,418,H,1
1982,418,J,1
1982,422,A,1
1982,422,C,2
1982,422,D,81
1982,422,H,1
1982,422,J,3
1982,422,K,1
1982,422,M,2
1982,422,P,4
1982,422,Z,3
1982,426,D,1
1982,426,H,1
1982,426,J,4
1982,426,L,4
1982,428,C,1
1982,428,D,17
1982,428,G,2
1982,428,H,5
1982,428,J,1
1982,430,D,6
1982,430,H,4
1982,430,J,1
1982,434,A,1
1982,434,D,16
1982,434,E,1
1982,434,H,7
1982,434,K,2
1982,434,M,1
1982,434,P,1
1982,434,U,1
1982,434,Z,1
1982,438,G,1
1982,438,H,1
1982,440,B,1
1982,440,C,1
1982,440,D,34
1982,440,E,2
1982,440,G,4
1982,440,H,13
1982,440,M,1
1982,440,N,1
1982,440,P,1
1982,440,Z,6
1982,442,D,8
1982,442,H,1
1982,446,D,1
1982,446,H,2
1982,450,C,1
1982,450,D,3
1982,450,G,2
1982,450,H,2
1982,450,P,1
1982,450,Z,2
1982,454,D,8
1982,454,G,1
1982,454,H,3
1982,454,J,3
1982,454,L,2
1982,454,M,1
1982,454,Q,1
1982,458,B,1
1982,458,C,1
1982,458,D,53
1982,458,G,3
1982,458,H,26
1982,458,J,6
1982,458,N,1
1982,458,P,3
1982,458,Q,1
1982,458,V,1
1982,458,Z,3
1982,462,D,2
1982,466,B,1
1982,466,D,4
1982,466,H,2
1982,466,Z,1
1982,470,B,1
1982,470,C,1
1982,470,D,15
1982,470,G,1
1982,470,H,6
1982,470,J,2
1982,470,P,1
1982,470,U,3
1982,470,Z,3
1982,474,F,5
1982,474,H,1
1982,478,D,1
1982,478,M,1
1982,480,A,3
1982,480,D,11
1982,480,H,8
1982,480,J,3
1982,484,A,1
1982,484,B,11
1982,484,C,8
1982,484,D,1
1982,484,E,10
1982,484,F,320
1982,484,G,12
1982,484,H,146
1982,484,J,50
1982,484,K,6
1982,484,L,7
1982,484,M,4
1982,484,N,8
1982,484,P,15
1982,484,Q,2
1982,484,R,3
1982,484,S,1
1982,484,T,7
1982,484,U,2
1982,484,Z,20
1982,496,B,2
1982,496,D,10
1982,496,H,4
1982,496,J,2
1982,496,M,3
1982,496,P,1
1982,496,Q,1
1982,498,D,26
1982,498,H,8
1982,498,I,1
1982,498,J,2
1982,498,P,1
1982,498,Z,1
1982,499,D,6
1982,499,P,1
1982,499,Z,1
1982,504,C,2
1982,504,D,36
1982,504,G,1
1982,504,H,14
1982,504,K,1
1982,504,L,1
1982,504,P,4
1982,504,Q,1
1982,504,S,1
1982,508,D,9
1982,508,G,2
1982,508,H,2
1982,508,J,1
1982,512,B,1
1982,512,C,2
1982,512,D,16
1982,512,G,1
1982,512,H,4
1982,512,M,1
1982,512,N,1
1982,512,P,1
1982,520,G,1
1982,524,B,1
1982,524,D,27
1982,524,G,3
1982,524,H,17
1982,524,J,1
1982,524,P,2
1982,524,Q,1
1982,524,R,1
1982,528,A,1
1982,528,B,11
1982,528,C,10
1982,528,D,132
1982,528,E,2
1982,528,F,5
1982,528,G,2
1982,528,H,71
1982,528,J,14
1982,528,K,1
1982,528,L,2
1982,528,M,2
1982,528,N,9
1982,528,P,10
1982,528,Q,4
1982,528,R,1
1982,528,S,3
1982,528,T,2
1982,528,U,1
1982,528,V,3
1982,528,Z,6
1982,533,J,1
1982,540,D,3
1982,540,G,2
1982,540,P,1
1982,548,G,1
1982,548,P,1
1982,554,B,2
1982,554,C,1
1982,554,D,19
1982,554,G,2
1982,554,H,19
1982,554,J,4
1982,554,K,2
1982,554,N,1
1982,554,P,7
1982,554,R,3
1982,554,S,1
1982,554,T,2
1982,554,V,2
1982,554,Z,3
1982,558,B,8
1982,558,C,1
1982,558,E,10
1982,558,F,101
1982,558,G,1
1982,558,H,30
1982,558,J,17
1982,558,K,5
1982,558,L,1
1982,558,P,3
1982,558,U,8
1982,558,Z,4
1982,562,B,1
1982,562,D,1
1982,562,H,1
1982,562,J,4
